Trans_Date,Src,Tgt,Amount
2020-09-26,GojoMuromachi,GojoShinmachi,115
2020-09-26,GojoMuromachi,GojoKarasuma,94
2020-09-26,GojoKarasuma,GojoMuromachi,92
2020-09-26,GojoKarasuma,GojoKurumaya,116
2020-09-26,GojoKurumaya,GojoKarasuma,119
2020-09-27,IchijoHorikawa,NijoHorikawa,84
2020-09-27,NijoHorikawa,IchijoHorikawa,91
2020-09-27,IchijoHorikawa,IchijoShinmachi,94
2020-09-27,IchijoShinmachi,IchijoHorikawa,80
2020-09-27,IchijoShinmachi,NijoShinmachi,80
2020-09-27,NijoShinmachi,IchijoShinmachi,87
2020-09-27,IchijoShinmachi,IchijoMuromachi,92
2020-09-27,IchijoMuromachi,IchijoShinmachi,90
2020-09-27,IchijoMuromachi,NijoMuromachi,108
2020-09-27,NijoMuromachi,IchijoMuromachi,84
2020-09-27,IchijoMuromachi,IchijoKarasuma,109
2020-09-27,IchijoKarasuma,IchijoMuromachi,105
2020-09-27,IchijoKarasuma,NijoKarasuma,95
2020-09-27,NijoKarasuma,IchijoKarasuma,114
2020-09-27,IchijoKarasuma,IchijoKurumaya,111
2020-09-27,IchijoKurumaya,IchijoKarasuma,115
2020-09-27,IchijoKurumaya,NijoKurumaya,105
2020-09-27,NijoKurumaya,IchijoKurumaya,110
2020-09-27,NijoHorikawa,SanjoHorikawa,85
2020-09-27,SanjoHorikawa,NijoHorikawa,79
2020-09-27,NijoHorikawa,NijoShinmachi,82
2020-09-27,NijoShinmachi,NijoHorikawa,81
2020-09-27,NijoShinmachi,SanjoShinmachi,94
2020-09-27,SanjoShinmachi,NijoShinmachi,104
2020-09-27,NijoShinmachi,NijoMuromachi,91
2020-09-27,NijoMuromachi,NijoShinmachi,106
2020-09-27,NijoMuromachi,SanjoMuromachi,109
2020-09-27,SanjoMuromachi,NijoMuromachi,104
2020-09-27,NijoMuromachi,NijoKarasuma,93
2020-09-27,NijoKarasuma,NijoMuromachi,95
2020-09-27,NijoKarasuma,SanjoKarasuma,91
2020-09-27,SanjoKarasuma,NijoKarasuma,108
2020-09-27,NijoKarasuma,NijoKurumaya,104
2020-09-27,NijoKurumaya,NijoKarasuma,90
2020-09-27,NijoKurumaya,SanjoKurumaya,88
2020-09-27,SanjoKurumaya,NijoKurumaya,98
2020-09-27,SanjoHorikawa,ShijoHorikawa,98
2020-09-27,ShijoHorikawa,SanjoHorikawa,95
2020-09-27,SanjoHorikawa,SanjoShinmachi,92
2020-09-27,SanjoShinmachi,SanjoHorikawa,97
2020-09-27,SanjoShinmachi,ShijoShinmachi,95
2020-09-27,ShijoShinmachi,SanjoShinmachi,85
2020-09-27,SanjoShinmachi,SanjoMuromachi,86
2020-09-27,SanjoMuromachi,SanjoShinmachi,85
2020-09-27,SanjoMuromachi,ShijoMuromachi,111
2020-09-27,ShijoMuromachi,SanjoMuromachi,101
2020-09-27,SanjoMuromachi,SanjoKarasuma,110
2020-09-27,SanjoKarasuma,SanjoMuromachi,97
2020-09-27,SanjoKarasuma,ShijoKarasuma,100
2020-09-27,ShijoKarasuma,SanjoKarasuma,109
2020-09-27,SanjoKarasuma,SanjoKurumaya,105
2020-09-27,SanjoKurumaya,SanjoKarasuma,99
2020-09-27,SanjoKurumaya,ShijoKurumaya,93
2020-09-27,ShijoKurumaya,SanjoKurumaya,115
2020-09-27,ShijoHorikawa,GojoHorikawa,89
2020-09-27,GojoHorikawa,ShijoHorikawa,99
2020-09-27,ShijoHorikawa,ShijoShinmachi,89
2020-09-27,ShijoShinmachi,ShijoHorikawa,105
2020-09-27,ShijoShinmachi,GojoShinmachi,116
2020-09-27,GojoShinmachi,ShijoShinmachi,108
2020-09-27,ShijoShinmachi,ShijoMuromachi,105
2020-09-27,ShijoMuromachi,ShijoShinmachi,95
2020-09-27,ShijoMuromachi,GojoMuromachi,111
2020-09-27,GojoMuromachi,ShijoMuromachi,124
2020-09-27,ShijoMuromachi,ShijoKarasuma,123
2020-09-27,ShijoKarasuma,ShijoMuromachi,100
2020-09-27,ShijoKarasuma,GojoKarasuma,116
2020-09-27,GojoKarasuma,ShijoKarasuma,125
2020-09-27,ShijoKarasuma,ShijoKurumaya,109
2020-09-27,ShijoKurumaya,ShijoKarasuma,119
2020-09-27,ShijoKurumaya,GojoKurumaya,108
2020-09-27,GojoKurumaya,ShijoKurumaya,112
2020-09-27,GojoHorikawa,GojoShinmachi,97
2020-09-27,GojoShinmachi,GojoHorikawa,85
2020-09-27,GojoShinmachi,GojoMuromachi,112
2020-09-27,GojoMuromachi,GojoShinmachi,102
2020-09-27,GojoMuromachi,GojoKarasuma,118
2020-09-27,GojoKarasuma,GojoMuromachi,117
2020-09-27,GojoKarasuma,GojoKurumaya,101
2020-09-27,GojoKurumaya,GojoKarasuma,120
2020-09-28,IchijoHorikawa,NijoHorikawa,93
2020-09-28,NijoHorikawa,IchijoHorikawa,80
2020-09-28,IchijoHorikawa,IchijoShinmachi,97
2020-09-28,IchijoShinmachi,IchijoHorikawa,79
2020-09-28,IchijoShinmachi,NijoShinmachi,77
2020-09-28,NijoShinmachi,IchijoShinmachi,94
2020-09-28,IchijoShinmachi,IchijoMuromachi,91
2020-09-28,IchijoMuromachi,IchijoShinmachi,82
2020-09-28,IchijoMuromachi,NijoMuromachi,104
2020-09-28,NijoMuromachi,IchijoMuromachi,110
2020-09-28,IchijoMuromachi,IchijoKarasuma,101
2020-09-28,IchijoKarasuma,IchijoMuromachi,108
2020-09-28,IchijoKarasuma,NijoKarasuma,115
2020-09-28,NijoKarasuma,IchijoKarasuma,99
2020-09-28,IchijoKarasuma,IchijoKurumaya,87
2020-09-28,IchijoKurumaya,IchijoKarasuma,104
2020-09-28,IchijoKurumaya,NijoKurumaya,102
2020-09-28,NijoKurumaya,IchijoKurumaya,100
2020-09-28,NijoHorikawa,SanjoHorikawa,93
2020-09-28,SanjoHorikawa,NijoHorikawa,86
2020-09-28,NijoHorikawa,NijoShinmachi,75
2020-09-28,NijoShinmachi,NijoHorikawa,77
2020-09-28,NijoShinmachi,SanjoShinmachi,97
2020-09-28,SanjoShinmachi,NijoShinmachi,94
2020-09-28,NijoShinmachi,NijoMuromachi,106
2020-09-28,NijoMuromachi,NijoShinmachi,107
2020-09-28,NijoMuromachi,SanjoMuromachi,107
2020-09-28,SanjoMuromachi,NijoMuromachi,94
2020-09-28,NijoMuromachi,NijoKarasuma,103
2020-09-28,NijoKarasuma,NijoMuromachi,110
2020-09-28,NijoKarasuma,SanjoKarasuma,97
2020-09-28,SanjoKarasuma,NijoKarasuma,96
2020-09-28,NijoKarasuma,NijoKurumaya,118
2020-09-28,NijoKurumaya,NijoKarasuma,118
2020-09-28,NijoKurumaya,SanjoKurumaya,93
2020-09-28,SanjoKurumaya,NijoKurumaya,111
2020-09-28,SanjoHorikawa,ShijoHorikawa,104
2020-09-28,ShijoHorikawa,SanjoHorikawa,89
2020-09-28,SanjoHorikawa,SanjoShinmachi,105
2020-09-28,SanjoShinmachi,SanjoHorikawa,103
2020-09-28,SanjoShinmachi,ShijoShinmachi,107
2020-09-28,ShijoShinmachi,SanjoShinmachi,94
2020-09-28,SanjoShinmachi,SanjoMuromachi,107
2020-09-28,SanjoMuromachi,SanjoShinmachi,87
2020-09-28,SanjoMuromachi,ShijoMuromachi,99
2020-09-28,ShijoMuromachi,SanjoMuromachi,97
2020-09-28,SanjoMuromachi,SanjoKarasuma,97
2020-09-28,SanjoKarasuma,SanjoMuromachi,116
2020-09-28,SanjoKarasuma,ShijoKarasuma,112
2020-09-28,ShijoKarasuma,SanjoKarasuma,115
2020-09-28,SanjoKarasuma,SanjoKurumaya,124
2020-09-28,SanjoKurumaya,SanjoKarasuma,99
2020-09-28,SanjoKurumaya,ShijoKurumaya,97
2020-09-28,ShijoKurumaya,SanjoKurumaya,113
2020-09-28,ShijoHorikawa,GojoHorikawa,113
2020-09-28,GojoHorikawa,ShijoHorikawa,94
2020-09-28,ShijoHorikawa,ShijoShinmachi,86
2020-09-28,ShijoShinmachi,ShijoHorikawa,86
2020-09-28,ShijoShinmachi,GojoShinmachi,101
2020-09-28,GojoShinmachi,ShijoShinmachi,120
2020-09-28,ShijoShinmachi,ShijoMuromachi,98
2020-09-28,ShijoMuromachi,ShijoShinmachi,117
2020-09-28,ShijoMuromachi,GojoMuromachi,108
2020-09-28,GojoMuromachi,ShijoMuromachi,123
2020-09-28,ShijoMuromachi,ShijoKarasuma,112
2020-09-28,ShijoKarasuma,ShijoMuromachi,109
2020-09-28,ShijoKarasuma,GojoKarasuma,105
2020-09-28,GojoKarasuma,ShijoKarasuma,102
2020-09-28,ShijoKarasuma,ShijoKurumaya,130
2020-09-28,ShijoKurumaya,ShijoKarasuma,127
2020-09-28,ShijoKurumaya,GojoKurumaya,113
2020-09-28,GojoKurumaya,ShijoKurumaya,98
2020-09-28,GojoHorikawa,GojoShinmachi,100
2020-09-28,GojoShinmachi,GojoHorikawa,110
2020-09-28,GojoShinmachi,GojoMuromachi,106
2020-09-28,GojoMuromachi,GojoShinmachi,102
2020-09-28,GojoMuromachi,GojoKarasuma,100
2020-09-28,GojoKarasuma,GojoMuromachi,114
2020-09-28,GojoKarasuma,GojoKurumaya,102
2020-09-28,GojoKurumaya,GojoKarasuma,107
2020-09-29,IchijoHorikawa,NijoHorikawa,84
2020-09-29,NijoHorikawa,IchijoHorikawa,98
2020-09-29,IchijoHorikawa,IchijoShinmachi,99
2020-09-29,IchijoShinmachi,IchijoHorikawa,88
2020-09-29,IchijoShinmachi,NijoShinmachi,94
2020-09-29,NijoShinmachi,IchijoShinmachi,81
2020-09-29,IchijoShinmachi,IchijoMuromachi,75
2020-09-29,IchijoMuromachi,IchijoShinmachi,97
2020-09-29,IchijoMuromachi,NijoMuromachi,84
2020-09-29,NijoMuromachi,IchijoMuromachi,85
2020-09-29,IchijoMuromachi,IchijoKarasuma,103
2020-09-29,IchijoKarasuma,IchijoMuromachi,109
2020-09-29,IchijoKarasuma,NijoKarasuma,85
2020-09-29,NijoKarasuma,IchijoKarasuma,112
2020-09-29,IchijoKarasuma,IchijoKurumaya,108
2020-09-29,IchijoKurumaya,IchijoKarasuma,95
2020-09-29,IchijoKurumaya,NijoKurumaya,97
2020-09-29,NijoKurumaya,IchijoKurumaya,92
2020-09-29,NijoHorikawa,SanjoHorikawa,92
2020-09-29,SanjoHorikawa,NijoHorikawa,82
2020-09-29,NijoHorikawa,NijoShinmachi,90
2020-09-29,NijoShinmachi,NijoHorikawa,78
2020-09-29,NijoShinmachi,SanjoShinmachi,98
2020-09-29,SanjoShinmachi,NijoShinmachi,108
2020-09-29,NijoShinmachi,NijoMuromachi,88
2020-09-29,NijoMuromachi,NijoShinmachi,97
2020-09-29,NijoMuromachi,SanjoMuromachi,102
2020-09-29,SanjoMuromachi,NijoMuromachi,94
2020-09-29,NijoMuromachi,NijoKarasuma,115
2020-09-29,NijoKarasuma,NijoMuromachi,85
2020-09-29,NijoKarasuma,SanjoKarasuma,93
2020-09-29,SanjoKarasuma,NijoKarasuma,98
2020-09-29,NijoKarasuma,NijoKurumaya,120
2020-09-29,NijoKurumaya,NijoKarasuma,104
2020-09-29,NijoKurumaya,SanjoKurumaya,91
2020-09-29,SanjoKurumaya,NijoKurumaya,89
2020-09-29,SanjoHorikawa,ShijoHorikawa,107
2020-09-29,ShijoHorikawa,SanjoHorikawa,96
2020-09-29,SanjoHorikawa,SanjoShinmachi,90
2020-09-29,SanjoShinmachi,SanjoHorikawa,108
2020-09-29,SanjoShinmachi,ShijoShinmachi,107
2020-09-29,ShijoShinmachi,SanjoShinmachi,107
2020-09-29,SanjoShinmachi,SanjoMuromachi,97
2020-09-29,SanjoMuromachi,SanjoShinmachi,88
2020-09-29,SanjoMuromachi,ShijoMuromachi,113
2020-09-29,ShijoMuromachi,SanjoMuromachi,102
2020-09-29,SanjoMuromachi,SanjoKarasuma,106
2020-09-29,SanjoKarasuma,SanjoMuromachi,110
2020-09-29,SanjoKarasuma,ShijoKarasuma,124
2020-09-29,ShijoKarasuma,SanjoKarasuma,111
2020-09-29,SanjoKarasuma,SanjoKurumaya,118
2020-09-29,SanjoKurumaya,SanjoKarasuma,125
2020-09-29,SanjoKurumaya,ShijoKurumaya,117
2020-09-29,ShijoKurumaya,SanjoKurumaya,106
2020-09-29,ShijoHorikawa,GojoHorikawa,115
2020-09-29,GojoHorikawa,ShijoHorikawa,101
2020-09-29,ShijoHorikawa,ShijoShinmachi,104
2020-09-29,ShijoShinmachi,ShijoHorikawa,97
2020-09-29,ShijoShinmachi,GojoShinmachi,97
2020-09-29,GojoShinmachi,ShijoShinmachi,101
2020-09-29,ShijoShinmachi,ShijoMuromachi,95
2020-09-29,ShijoMuromachi,ShijoShinmachi,107
2020-09-29,ShijoMuromachi,GojoMuromachi,125
2020-09-29,GojoMuromachi,ShijoMuromachi,124
2020-09-29,ShijoMuromachi,ShijoKarasuma,103
2020-09-29,ShijoKarasuma,ShijoMuromachi,112
2020-09-29,ShijoKarasuma,GojoKarasuma,113
2020-09-29,GojoKarasuma,ShijoKarasuma,122
2020-09-29,ShijoKarasuma,ShijoKurumaya,105
2020-09-29,ShijoKurumaya,ShijoKarasuma,116
2020-09-29,ShijoKurumaya,GojoKurumaya,106
2020-09-29,GojoKurumaya,ShijoKurumaya,105
2020-09-29,GojoHorikawa,GojoShinmachi,105
2020-09-29,GojoShinmachi,GojoHorikawa,100
2020-09-29,GojoShinmachi,GojoMuromachi,96
2020-09-29,GojoMuromachi,GojoShinmachi,109
2020-09-29,GojoMuromachi,GojoKarasuma,103
2020-09-29,GojoKarasuma,GojoMuromachi,110
2020-09-29,GojoKarasuma,GojoKurumaya,101
2020-09-29,GojoKurumaya,GojoKarasuma,110
2020-09-30,IchijoHorikawa,NijoHorikawa,80
2020-09-30,NijoHorikawa,IchijoHorikawa,75
2020-09-30,IchijoHorikawa,IchijoShinmachi,94
2020-09-30,IchijoShinmachi,IchijoHorikawa,98
2020-09-30,IchijoShinmachi,NijoShinmachi,90
2020-09-30,NijoShinmachi,IchijoShinmachi,85
2020-09-30,IchijoShinmachi,IchijoMuromachi,97
2020-09-30,IchijoMuromachi,IchijoShinmachi,95
2020-09-30,IchijoMuromachi,NijoMuromachi,109
2020-09-30,NijoMuromachi,IchijoMuromachi,83
2020-09-30,IchijoMuromachi,IchijoKarasuma,89
2020-09-30,IchijoKarasuma,IchijoMuromachi,90
2020-09-30,IchijoKarasuma,NijoKarasuma,106
2020-09-30,NijoKarasuma,IchijoKarasuma,90
2020-09-30,IchijoKarasuma,IchijoKurumaya,108
2020-09-30,IchijoKurumaya,IchijoKarasuma,101
2020-09-30,IchijoKurumaya,NijoKurumaya,94
2020-09-30,NijoKurumaya,IchijoKurumaya,83
2020-09-30,NijoHorikawa,SanjoHorikawa,84
2020-09-30,SanjoHorikawa,NijoHorikawa,99
2020-09-30,NijoHorikawa,NijoShinmachi,93
2020-09-30,NijoShinmachi,NijoHorikawa,100
2020-09-30,NijoShinmachi,SanjoShinmachi,106
2020-09-30,SanjoShinmachi,NijoShinmachi,101
2020-09-30,NijoShinmachi,NijoMuromachi,102
2020-09-30,NijoMuromachi,NijoShinmachi,92
2020-09-30,NijoMuromachi,SanjoMuromachi,100
2020-09-30,SanjoMuromachi,NijoMuromachi,96
2020-09-30,NijoMuromachi,NijoKarasuma,86
2020-09-30,NijoKarasuma,NijoMuromachi,109
2020-09-30,NijoKarasuma,SanjoKarasuma,104
2020-09-30,SanjoKarasuma,NijoKarasuma,99
2020-09-30,NijoKarasuma,NijoKurumaya,117
2020-09-30,NijoKurumaya,NijoKarasuma,116
2020-09-30,NijoKurumaya,SanjoKurumaya,112
2020-09-30,SanjoKurumaya,NijoKurumaya,88
2020-09-30,SanjoHorikawa,ShijoHorikawa,101
2020-09-30,ShijoHorikawa,SanjoHorikawa,96
2020-09-30,SanjoHorikawa,SanjoShinmachi,88
2020-09-30,SanjoShinmachi,SanjoHorikawa,95
2020-09-30,SanjoShinmachi,ShijoShinmachi,113
2020-09-30,ShijoShinmachi,SanjoShinmachi,112
2020-09-30,SanjoShinmachi,SanjoMuromachi,88
2020-09-30,SanjoMuromachi,SanjoShinmachi,94
2020-09-30,SanjoMuromachi,ShijoMuromachi,100
2020-09-30,ShijoMuromachi,SanjoMuromachi,112
2020-09-30,SanjoMuromachi,SanjoKarasuma,104
2020-09-30,SanjoKarasuma,SanjoMuromachi,108
2020-09-30,SanjoKarasuma,ShijoKarasuma,114
2020-09-30,ShijoKarasuma,SanjoKarasuma,109
2020-09-30,SanjoKarasuma,SanjoKurumaya,102
2020-09-30,SanjoKurumaya,SanjoKarasuma,121
2020-09-30,SanjoKurumaya,ShijoKurumaya,113
2020-09-30,ShijoKurumaya,SanjoKurumaya,115
2020-09-30,ShijoHorikawa,GojoHorikawa,98
2020-09-30,GojoHorikawa,ShijoHorikawa,96
2020-09-30,ShijoHorikawa,ShijoShinmachi,110
2020-09-30,ShijoShinmachi,ShijoHorikawa,108
2020-09-30,ShijoShinmachi,GojoShinmachi,120
2020-09-30,GojoShinmachi,ShijoShinmachi,114
2020-09-30,ShijoShinmachi,ShijoMuromachi,116
2020-09-30,ShijoMuromachi,ShijoShinmachi,100
2020-09-30,ShijoMuromachi,GojoMuromachi,103
2020-09-30,GojoMuromachi,ShijoMuromachi,102
2020-09-30,ShijoMuromachi,ShijoKarasuma,113
2020-09-30,ShijoKarasuma,ShijoMuromachi,104
2020-09-30,ShijoKarasuma,GojoKarasuma,114
2020-09-30,GojoKarasuma,ShijoKarasuma,119
2020-09-30,ShijoKarasuma,ShijoKurumaya,106
2020-09-30,ShijoKurumaya,ShijoKarasuma,126
2020-09-30,ShijoKurumaya,GojoKurumaya,104
2020-09-30,GojoKurumaya,ShijoKurumaya,106
2020-09-30,GojoHorikawa,GojoShinmachi,94
2020-09-30,GojoShinmachi,GojoHorikawa,108
2020-09-30,GojoShinmachi,GojoMuromachi,103
2020-09-30,GojoMuromachi,GojoShinmachi,102
2020-09-30,GojoMuromachi,GojoKarasuma,116
2020-09-30,GojoKarasuma,GojoMuromachi,115
2020-09-30,GojoKarasuma,GojoKurumaya,95
2020-09-30,GojoKurumaya,GojoKarasuma,112
2020-10-01,IchijoHorikawa,NijoHorikawa,80
2020-10-01,NijoHorikawa,IchijoHorikawa,92
2020-10-01,IchijoHorikawa,IchijoShinmachi,82
2020-10-01,IchijoShinmachi,IchijoHorikawa,88
2020-10-01,IchijoShinmachi,NijoShinmachi,103
2020-10-01,NijoShinmachi,IchijoShinmachi,97
2020-10-01,IchijoShinmachi,IchijoMuromachi,76
2020-10-01,IchijoMuromachi,IchijoShinmachi,86
2020-10-01,IchijoMuromachi,NijoMuromachi,91
2020-10-01,NijoMuromachi,IchijoMuromachi,85
2020-10-01,IchijoMuromachi,IchijoKarasuma,108
2020-10-01,IchijoKarasuma,IchijoMuromachi,92
2020-10-01,IchijoKarasuma,NijoKarasuma,115
2020-10-01,NijoKarasuma,IchijoKarasuma,103
2020-10-01,IchijoKarasuma,IchijoKurumaya,113
2020-10-01,IchijoKurumaya,IchijoKarasuma,112
2020-10-01,IchijoKurumaya,NijoKurumaya,104
2020-10-01,NijoKurumaya,IchijoKurumaya,86
2020-10-01,NijoHorikawa,SanjoHorikawa,102
2020-10-01,SanjoHorikawa,NijoHorikawa,83
2020-10-01,NijoHorikawa,NijoShinmachi,79
2020-10-01,NijoShinmachi,NijoHorikawa,96
2020-10-01,NijoShinmachi,SanjoShinmachi,91
2020-10-01,SanjoShinmachi,NijoShinmachi,97
2020-10-01,NijoShinmachi,NijoMuromachi,92
2020-10-01,NijoMuromachi,NijoShinmachi,93
2020-10-01,NijoMuromachi,SanjoMuromachi,102
2020-10-01,SanjoMuromachi,NijoMuromachi,107
2020-10-01,NijoMuromachi,NijoKarasuma,85
2020-10-01,NijoKarasuma,NijoMuromachi,90
2020-10-01,NijoKarasuma,SanjoKarasuma,99
2020-10-01,SanjoKarasuma,NijoKarasuma,108
2020-10-01,NijoKarasuma,NijoKurumaya,117
2020-10-01,NijoKurumaya,NijoKarasuma,119
2020-10-01,NijoKurumaya,SanjoKurumaya,94
2020-10-01,SanjoKurumaya,NijoKurumaya,92
2020-10-01,SanjoHorikawa,ShijoHorikawa,100
2020-10-01,ShijoHorikawa,SanjoHorikawa,100
2020-10-01,SanjoHorikawa,SanjoShinmachi,89
2020-10-01,SanjoShinmachi,SanjoHorikawa,95
2020-10-01,SanjoShinmachi,ShijoShinmachi,113
2020-10-01,ShijoShinmachi,SanjoShinmachi,108
2020-10-01,SanjoShinmachi,SanjoMuromachi,88
2020-10-01,SanjoMuromachi,SanjoShinmachi,106
2020-10-01,SanjoMuromachi,ShijoMuromachi,119
2020-10-01,ShijoMuromachi,SanjoMuromachi,99
2020-10-01,SanjoMuromachi,SanjoKarasuma,120
2020-10-01,SanjoKarasuma,SanjoMuromachi,120
2020-10-01,SanjoKarasuma,ShijoKarasuma,101
2020-10-01,ShijoKarasuma,SanjoKarasuma,107
2020-10-01,SanjoKarasuma,SanjoKurumaya,102
2020-10-01,SanjoKurumaya,SanjoKarasuma,114
2020-10-01,SanjoKurumaya,ShijoKurumaya,102
2020-10-01,ShijoKurumaya,SanjoKurumaya,113
2020-10-01,ShijoHorikawa,GojoHorikawa,104
2020-10-01,GojoHorikawa,ShijoHorikawa,108
2020-10-01,ShijoHorikawa,ShijoShinmachi,107
2020-10-01,ShijoShinmachi,ShijoHorikawa,96
2020-10-01,ShijoShinmachi,GojoShinmachi,117
2020-10-01,GojoShinmachi,ShijoShinmachi,118
2020-10-01,ShijoShinmachi,ShijoMuromachi,100
2020-10-01,ShijoMuromachi,ShijoShinmachi,113
2020-10-01,ShijoMuromachi,GojoMuromachi,102
2020-10-01,GojoMuromachi,ShijoMuromachi,100
2020-10-01,ShijoMuromachi,ShijoKarasuma,107
2020-10-01,ShijoKarasuma,ShijoMuromachi,98
2020-10-01,ShijoKarasuma,GojoKarasuma,110
2020-10-01,GojoKarasuma,ShijoKarasuma,124
2020-10-01,ShijoKarasuma,ShijoKurumaya,119
2020-10-01,ShijoKurumaya,ShijoKarasuma,120
2020-10-01,ShijoKurumaya,GojoKurumaya,112
2020-10-01,GojoKurumaya,ShijoKurumaya,123
2020-10-01,GojoHorikawa,GojoShinmachi,82
2020-10-01,GojoShinmachi,GojoHorikawa,85
2020-10-01,GojoShinmachi,GojoMuromachi,88
2020-10-01,GojoMuromachi,GojoShinmachi,88
2020-10-01,GojoMuromachi,GojoKarasuma,104
2020-10-01,GojoKarasuma,GojoMuromachi,108
2020-10-01,GojoKarasuma,GojoKurumaya,109
2020-10-01,GojoKurumaya,GojoKarasuma,116
2020-10-02,IchijoHorikawa,NijoHorikawa,92
2020-10-02,NijoHorikawa,IchijoHorikawa,90
2020-10-02,IchijoHorikawa,IchijoShinmachi,70
2020-10-02,IchijoShinmachi,IchijoHorikawa,97
2020-10-02,IchijoShinmachi,NijoShinmachi,91
2020-10-02,NijoShinmachi,IchijoShinmachi,78
2020-10-02,IchijoShinmachi,IchijoMuromachi,98
2020-10-02,IchijoMuromachi,IchijoShinmachi,76
2020-10-02,IchijoMuromachi,NijoMuromachi,88
2020-10-02,NijoMuromachi,IchijoMuromachi,89
2020-10-02,IchijoMuromachi,IchijoKarasuma,110
2020-10-02,IchijoKarasuma,IchijoMuromachi,97
2020-10-02,IchijoKarasuma,NijoKarasuma,85
2020-10-02,NijoKarasuma,IchijoKarasuma,88
2020-10-02,IchijoKarasuma,IchijoKurumaya,88
2020-10-02,IchijoKurumaya,IchijoKarasuma,99
2020-10-02,IchijoKurumaya,NijoKurumaya,93
2020-10-02,NijoKurumaya,IchijoKurumaya,94
2020-10-02,NijoHorikawa,SanjoHorikawa,93
2020-10-02,SanjoHorikawa,NijoHorikawa,102
2020-10-02,NijoHorikawa,NijoShinmachi,102
2020-10-02,NijoShinmachi,NijoHorikawa,104
2020-10-02,NijoShinmachi,SanjoShinmachi,82
2020-10-02,SanjoShinmachi,NijoShinmachi,107
2020-10-02,NijoShinmachi,NijoMuromachi,88
2020-10-02,NijoMuromachi,NijoShinmachi,96
2020-10-02,NijoMuromachi,SanjoMuromachi,113
2020-10-02,SanjoMuromachi,NijoMuromachi,104
2020-10-02,NijoMuromachi,NijoKarasuma,105
2020-10-02,NijoKarasuma,NijoMuromachi,100
2020-10-02,NijoKarasuma,SanjoKarasuma,91
2020-10-02,SanjoKarasuma,NijoKarasuma,105
2020-10-02,NijoKarasuma,NijoKurumaya,115
2020-10-02,NijoKurumaya,NijoKarasuma,93
2020-10-02,NijoKurumaya,SanjoKurumaya,99
2020-10-02,SanjoKurumaya,NijoKurumaya,104
2020-10-02,SanjoHorikawa,ShijoHorikawa,87
2020-10-02,ShijoHorikawa,SanjoHorikawa,84
2020-10-02,SanjoHorikawa,SanjoShinmachi,85
2020-10-02,SanjoShinmachi,SanjoHorikawa,99
2020-10-02,SanjoShinmachi,ShijoShinmachi,95
2020-10-02,ShijoShinmachi,SanjoShinmachi,110
2020-10-02,SanjoShinmachi,SanjoMuromachi,92
2020-10-02,SanjoMuromachi,SanjoShinmachi,108
2020-10-02,SanjoMuromachi,ShijoMuromachi,117
2020-10-02,ShijoMuromachi,SanjoMuromachi,106
2020-10-02,SanjoMuromachi,SanjoKarasuma,115
2020-10-02,SanjoKarasuma,SanjoMuromachi,91
2020-10-02,SanjoKarasuma,ShijoKarasuma,112
2020-10-02,ShijoKarasuma,SanjoKarasuma,113
2020-10-02,SanjoKarasuma,SanjoKurumaya,102
2020-10-02,SanjoKurumaya,SanjoKarasuma,99
2020-10-02,SanjoKurumaya,ShijoKurumaya,100
2020-10-02,ShijoKurumaya,SanjoKurumaya,97
2020-10-02,ShijoHorikawa,GojoHorikawa,85
2020-10-02,GojoHorikawa,ShijoHorikawa,94
2020-10-02,ShijoHorikawa,ShijoShinmachi,103
2020-10-02,ShijoShinmachi,ShijoHorikawa,110
2020-10-02,ShijoShinmachi,GojoShinmachi,98
2020-10-02,GojoShinmachi,ShijoShinmachi,119
2020-10-02,ShijoShinmachi,ShijoMuromachi,119
2020-10-02,ShijoMuromachi,ShijoShinmachi,91
2020-10-02,ShijoMuromachi,GojoMuromachi,121
2020-10-02,GojoMuromachi,ShijoMuromachi,97
2020-10-02,ShijoMuromachi,ShijoKarasuma,100
2020-10-02,ShijoKarasuma,ShijoMuromachi,112
2020-10-02,ShijoKarasuma,GojoKarasuma,103
2020-10-02,GojoKarasuma,ShijoKarasuma,114
2020-10-02,ShijoKarasuma,ShijoKurumaya,124
2020-10-02,ShijoKurumaya,ShijoKarasuma,125
2020-10-02,ShijoKurumaya,GojoKurumaya,121
2020-10-02,GojoKurumaya,ShijoKurumaya,119
2020-10-02,GojoHorikawa,GojoShinmachi,104
2020-10-02,GojoShinmachi,GojoHorikawa,86
2020-10-02,GojoShinmachi,GojoMuromachi,86
2020-10-02,GojoMuromachi,GojoShinmachi,108
2020-10-02,GojoMuromachi,GojoKarasuma,101
2020-10-02,GojoKarasuma,GojoMuromachi,100
2020-10-02,GojoKarasuma,GojoKurumaya,116
2020-10-02,GojoKurumaya,GojoKarasuma,107
2020-10-03,IchijoHorikawa,NijoHorikawa,78
2020-10-03,NijoHorikawa,IchijoHorikawa,91
2020-10-03,IchijoHorikawa,IchijoShinmachi,81
2020-10-03,IchijoShinmachi,IchijoHorikawa,74
2020-10-03,IchijoShinmachi,NijoShinmachi,80
2020-10-03,NijoShinmachi,IchijoShinmachi,102
2020-10-03,IchijoShinmachi,IchijoMuromachi,81
2020-10-03,IchijoMuromachi,IchijoShinmachi,81
2020-10-03,IchijoMuromachi,NijoMuromachi,103
2020-10-03,NijoMuromachi,IchijoMuromachi,83
