"計算対象","日付","内容","金額（円）","保有金融機関","大項目","中項目","メモ","振替","ID"
"1","2025/02/17","利息","74","MUFJ","収入","その他入金","","0","cowktwOyLEYWqyKPZRvuucpSZ2_pLmo3C93kTkN03iQ"
"1","2025/02/16","バリュードメイン","-2310","みずほマイレージクラブカード（UC）","その他","事業経費","","0","xlwdOUatLdpRZmdYpvRHXIMX8ie8S18V_oi-UBUZK0g"
"1","2025/02/16","バリュードメイン","-3010","みずほマイレージクラブカード（UC）","その他","事業経費","","0","0LwUP7_lFxmKqrgB6HI2hYsaIwm9jbqjOWCdyQInasE"
"1","2025/02/16","PAYPAL *GOOGLE GOOGL","-1450","みずほマイレージクラブカード（UC）","通信費","情報サービス","","0","EpyguWJcW0b2RJt0ZhhPLkVKa9Du0M8L1_k9N6Hh5FQ"
"1","2025/02/15","CHEERZ","-1100","みずほマイレージクラブカード（UC）","趣味・娯楽","その他趣味・娯楽","","0","EWot1smigmycEPblDQsjS9Bnb-Jk3liNoomGGR4ukgs"
"1","2025/02/14","セブン‐イレブン小田急百合ヶ丘店","-138","d払い","食費","食料品","","0","7Ztphuwt6edUO8av3peyHC21Nf8AMK9ELHADP2n087Q"
"1","2025/02/14","セブン‐イレブン小田急百合ヶ丘店(ポイント利用分)","138","d払い","未分類","未分類","","0","yA7mTVPEFu_mctpMMG-NP_bFEzzKKB5BAjjaC7ulJtU"
"1","2025/02/14","ファミリーマート百合ヶ丘駅南口","-120","d払い","食費","食料品","","0","28J5vrW4XVY5R44WGuE-W422-IKJrn1vinJSYFczyWU"
"1","2025/02/14","ファミリーマート百合ヶ丘駅南口(ポイント利用分)","120","d払い","未分類","未分類","","0","lx_r3iGLaFnSfMHLauYMDEAOVe5Vl6mXbvcC2ZNhnpg"
"1","2025/02/14","モバイルPASMOチャージ","-3000","dカード","現金・カード","電子マネー","","0","__mUO1j-4eRIC2hBECARMTD397qCkKqLTfYoyw6tvO0"
"1","2025/02/14","OPENAI *CHATGPT SUBSCR","-3488","みずほマイレージクラブカード（UC）","教養・教育","その他教養・教育","","0","BpbC3osx8quKcxV8ocskITHytAyUvnE9rX8c1V7IyHA"
"1","2025/02/14","キャッシング セブン銀行","-20000","みずほマイレージクラブカード（UC）","現金・カード","ATM引き出し","","0","s4a3FGrlC-1A-MDP1TMnnNrmotVE980PVHFzy9uSLPs"
"1","2025/02/12","Amazon Downloads","-980","三井住友カード","教養・教育","書籍","","0","xOlR4RpV5OhCJji8uH5QhK3yT7SCU8Umm8VG0ZQnL7M"
"1","2025/02/11","Amazon Downloads","-1854","三井住友カード","教養・教育","書籍","","0","Ndgq5x5m7DSwwuBHE081cnPbvLt9aAkoR3TQ1qXWEOs"
"1","2025/02/11","Amazon Downloads","-2892","三井住友カード","教養・教育","書籍","","0","gJZW4HPVYUpgos8SaEOsakSeLKQewQAvmcpTcTlyAhI"
"1","2025/02/11","Amazon Downloads","-740","三井住友カード","教養・教育","書籍","","0","FwNTbLkWVOeyLIgWLGXyiByr19-1M0djtrOy0BVl_NQ"
"1","2025/02/11","Amazon Downloads","-1345","三井住友カード","教養・教育","書籍","","0","YQqAz7iU8zc6baRb4HZ-AUWrzpgq7_a2ElPCfE3q1a4"
"1","2025/02/11","Amazon Downloads","-1386","三井住友カード","教養・教育","書籍","","0","-fdZb-ynAiyNkYUUZFi3GV77QMBkfGRs9ATSjJGulWw"
"1","2025/02/11","Amazon Downloads","-1684","三井住友カード","教養・教育","書籍","","0","qeGXvCDYMMA2QxKLPgIFtIWZFm5JsnQ9Aqr3CdO-NWI"
"1","2025/02/11","NYTIMES DISC*","-315","みずほマイレージクラブカード（UC）","教養・教育","新聞・雑誌","","0","ciUeCFIkeKQFM0mAUcOIbuBZteVymU1emrn1-2PEeoA"
"1","2025/02/10","ファミリーマート川崎東百合丘","-482","d払い","食費","食料品","","0","JnikR6S--1_v1247EYEN4s4_uIGaaYs2flpbxn0Qi5w"
"1","2025/02/10","ファミリーマート川崎東百合丘(ポイント利用分)","482","d払い","未分類","未分類","","0","3mBapsPVGchia7V1RxR19e9v1o6Vws2dH-Y5FIEBK_A"
"1","2025/02/10","為替手数料 フリコミ テスウリヨウ","-220","MUFJ","その他","雑費","","0","Oa_ea__9vxQq-0AQFV7J5_oBRcDW-vIFZyyV8JvXjMs"
"1","2025/02/10","振込IB2 カ)クレデイセゾン","-72841","MUFJ","現金・カード","カード引き落とし","","0","zqUEQRSUrTrECMsxVhX9dBmZILl9iZjBK7-pSJ49DPU"
"1","2025/02/10","手数料","-198","MUFJ","その他","雑費","","0","QHjRHAfQ068Ii9aY7FWsmpo_fxHfQ4v6sjj30S7wzWU"
"1","2025/02/10","カードC1","10000","MUFJ","収入","その他入金","","0","syHodyRqPR7eZZ0uYyzXbLEmv1cG0okVmL3R16pXg4E"
"1","2025/02/10","振込1 ガク)センシユウダイガク","30000","MUFJ","未分類","未分類","","0","5bWgZss6hUItwUgC8Wm2HpwOaA80KLJQ3uaUjf-G_nY"
"0","2025/02/10","電話 Dカ-ド","-236437","MUFJ","通信費","携帯電話","","1","jxDNqmdBvwPcJ0vO1y-ReTc4CFZXmplLjWFY1oJRyTE"
"1","2025/02/09","セブン‐イレブン横浜仲町台店","-257","d払い","食費","食料品","","0","LRoLGsvwQFLdgQ-K1MVPhU7o_Yziv2CjuLbHXc3amd4"
"1","2025/02/09","セブン‐イレブン横浜仲町台店(ポイント利用分)","4","d払い","未分類","未分類","","0","9qcQOMtmYPaWKf0vDZfAjROJa6b9XGn4bbcDdBRcHVM"
"1","2025/02/09","羽田SS&CAFE","-825","d払い","自動車","ガソリン","","0","6KhUwvWysJSJA0kkneRY-k-mt9EYYLta1frxn0nflB4"
"1","2025/02/09","羽田SS&CAFE(ポイント利用分)","1","d払い","未分類","未分類","","0","L27LN6kBtRnK3E8k3BebR4SwGkE3Kxm_yQc8CAE11tk"
"1","2025/02/09","ファミリーマート横浜折本町","-366","d払い","食費","食料品","","0","nmIlPVYavT9Uep4JBP_XbbF3NyjtcIklfuXGOjHTGrY"
"1","2025/02/09","ファミリーマート横浜折本町(ポイント利用分)","5","d払い","未分類","未分類","","0","pjZTzQF2wvUqQyn3vzRv-IsGaR8msOyaULm7Kusz_Rg"
"1","2025/02/08","AMAZON.CO.JP","-3000","三井住友カード","教養・教育","書籍","","0","2TzTaX6PzBi02Mdsn342yfiqoL99AC0GwMQ2iVSrOhE"
"1","2025/02/07","手数料","-198","MUFJ","その他","雑費","","0","DQszrn_0b2xUCrIW5GEjOcNzC8Q2bwm9x1wDAZVSK98"
"1","2025/02/07","カードC1","470000","MUFJ","収入","その他入金","","0","REZvwIXSz1exl9p4ZrYtRqeb6givmKXS5njDh_lWxrI"
"1","2025/02/05","ケンタッキーフライドチキン百合ヶ丘店","-1100","d払い","食費","外食","","0","8JJBZujiGG5kuwsxZ65zvVGdQFH_9UMaMeXnH1bp6Ps"
"1","2025/02/05","ケンタッキーフライドチキン百合ヶ丘店(ポイント利用分)","32","d払い","未分類","未分類","","0","j9p95-GdLt9dped1t47GPeoUVbJS544h0n00Q2ZYHSw"
"1","2025/02/05","Amazon Downloads","-1430","三井住友カード","教養・教育","書籍","","0","gtFaRlfqq3F0ldQrqvpIqlJamN1-T2fC7qMyIdMd64I"
"1","2025/02/05","Amazon Downloads","-669","三井住友カード","教養・教育","書籍","","0","4Qg1TCTKqwDxChD1uSWc896FSlighXGTkJKI3MkBTYE"
"1","2025/02/05","AMAZON.CO.JP","-402","三井住友カード","教養・教育","書籍","","0","ijJm_HbS4nkRSzmcs2nI1WoI5aopXTaYZ67jyfFMnFw"
"1","2025/02/05","AMAZON.CO.JP","-1118","三井住友カード","教養・教育","書籍","","0","cL8G69ixsJ_yx9TegzZMPJTWBoWt0RDNtPmMYgp6Gl0"
"1","2025/02/05","AMAZON.CO.JP","-1330","三井住友カード","教養・教育","書籍","","0","bVv5l_n4xfkzqr_JVqmGN11taYgKnAX5a88Dq8n6RfU"
"1","2025/02/05","AMAZON.CO.JP","-957","三井住友カード","教養・教育","書籍","","0","hz0a81E6-S7W0mntepQyWq6Cs4sWcVn34na_BaxJoJ8"
"1","2025/02/05","AMAZON.CO.JP","-768","三井住友カード","教養・教育","書籍","","0","L4IN6L2CsHB0f6UlmePdXD_H7kmvtT6CGGGPosQnn4o"
"1","2025/02/05","カード年会費","-1925","みずほマイレージクラブカード（UC）","その他","雑費","","0","20gqA9d-thVL0xYYbKeNmVkxYWM-m4qSEJEqFroivsY"
"1","2025/02/04","Amazon Downloads","-3610","三井住友カード","教養・教育","書籍","","0","-Px5T0U2BgglrM1nuY9W9JyDQWL-UQLifIefIw5LNAg"
"1","2025/02/04","AMAZON.CO.JP","-2296","三井住友カード","教養・教育","書籍","","0","jnGSdcMB8z0UHn7w4TC8gFYFuqqRXhF_5Bblmk5VtCY"
"1","2025/02/03","APPLE COM BILL","-1500","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","dyd-xY6m81PUJanKyt0tlj7mh49a-f2whppzJ7BwHsY"
"1","2025/02/01","回収事務手数料 1月分","-440","dカード","その他","雑費","","0","7vdf8qVE7WFFZpdBicNrEjigrytwrlFR5frOsQAJKxU"
"1","2025/02/01","ユーネクストサービス利用料","-2189","みずほマイレージクラブカード（UC）","通信費","放送視聴料","","0","rO-Zvt0jqL26851IJdntvUeS4zTfBDPB__1JxQvW5T8"
"1","2025/02/01","ドスパラ","-420","みずほマイレージクラブカード（UC）","日用品","日用品","","0","MyPICPUD5C-W1o_TB91gNufbaaG0Re9UAPCPpuvES40"
"1","2025/02/01","ドスパラ","-980","みずほマイレージクラブカード（UC）","日用品","日用品","","0","AIwxR2aqrtyxrEC7fEfkE5XUwIOYgGWu0HrN3Wt5uzQ"
"1","2025/02/01","ドスパラ","-990","みずほマイレージクラブカード（UC）","日用品","日用品","","0","5CwjdT__RcK_w76kD8KibRY52JJmW2urHTsfw4pwNGc"
"1","2025/02/01","ビデオニュース・ドットコム","-550","みずほマイレージクラブカード（UC）","通信費","放送視聴料","","0","yFwDhDieUlPU2n0okstZop-7eL5-FwlsDBACU9tYIog"
"1","2025/02/01","PAYPAL *PIXIVFANBOX","-300","みずほマイレージクラブカード（UC）","その他","雑費","","0","GiR0cLTSTyeyCxb51N9Mda_IBR6P3-Oz7xS5660FWY4"
"1","2025/02/01","ノート","-1000","みずほマイレージクラブカード（UC）","趣味・娯楽","映画・音楽・ゲーム","","0","Oxail2Qr8e-hSFRDGTI-mkiV3jbcsuZ7MiMS4LzaJGo"
"1","2025/02/01","ジャストシステム ダイレクト販売","-660","みずほマイレージクラブカード（UC）","通信費","情報サービス","","0","BMSDO2YfT58McQuYeefh1f6Z7aQcswPf088izCaIuhc"
"1","2025/02/01","ピットインネットジャズ","-1100","みずほマイレージクラブカード（UC）","趣味・娯楽","映画・音楽・ゲーム","","0","XmKO4HxXDGQIEMfHGv4N6CJ8dWdb6eNeSqBlNyn6UIE"
"1","2025/02/01","AMAZON.CO.JP","-3850","三井住友カード","教養・教育","書籍","","0","XY-Zl9SxqB7um28k-D9oVjl9klVQi0S8zGi-8r_iReI"
"1","2025/03/31","ファミリーマート稲城矢野口","-265","d払い","食費","食料品","","0","NiftWCKZbNGeCFWhNgdtbwMokndXvLudflHj6hRWVPM"
"1","2025/03/31","ファミリーマート稲城矢野口(ポイント利用分)","1","d払い","未分類","未分類","","0","WwEPRo1c81_g_G_GJxVGwvQgxyISFwFMvWtEgC8-D1c"
"1","2025/03/31","国立精神・神経医療研究センター","-360","d払い","健康・医療","医療費","","0","XjcPdNwQMNIiabOsfiVG9cG7VPiYk7CPgmX2uoJ4X0M"
"1","2025/03/31","国立精神・神経医療研究センター(ポイント利用分)","2","d払い","未分類","未分類","","0","JzQEtwcpDiLII0_e-KEqoKF-duEaVh-PA87WHvhudRU"
"1","2025/03/31","ローソン国立精神・神経医療研究センタ","-280","d払い","食費","食料品","","0","X4SUeSH5NzbpmqEZ8DMRzkn6ETrWndE4d6ELHktA6bY"
"1","2025/03/31","ローソン国立精神・神経医療研究センタ(ポイント利用分)","7","d払い","未分類","未分類","","0","Xq9k8NCbZP9mX1YPMiZnoNvVYmwg1_opj3KfAbAiz0c"
"1","2025/03/31","ドコモ決済サービス等/iD 4月分","-65073","dカード","通信費","携帯電話","","0","4Qiz7vUjH7drckLq7SGFmD_TbM08IpsQhBHU1fmFSis"
"1","2025/03/31","ドコモご利用料金/iD 4月分","-21470","dカード","通信費","携帯電話","","0","0wtpiLF3GiQgJ7UGQ3rK58tBcPhgqwF7uoCL_HpTFz8"
"1","2025/03/31","まぐまぐ!","-880","みずほマイレージクラブカード（UC）","教養・教育","新聞・雑誌","","0","bcMaUdaPb0yu_ZJ6nnnCmN1t_WB6Kw6NFjQmq5gMWuM"
"1","2025/03/31","APPLE COM BILL","-1980","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","YWp6ijOTPac7O5jFFqn5DAIA-mUMq59uJKCh7Efml1U"
"1","2025/03/30","デイリーヤマザキ麻生高石","-1760","d払い","食費","食料品","","0","WS3z99oO2gmUjGeHqvJfyd6G3hvS5MjalZn5eXnbnFY"
"1","2025/03/30","デイリーヤマザキ麻生高石(ポイント利用分)","234","d払い","未分類","未分類","","0","wRPLFnCP-yd3ZxYDl8reYpuajBxH8LE1qH_jbQJ18Tg"
"1","2025/03/30","週プレ グラジャパ!","-1500","みずほマイレージクラブカード（UC）","趣味・娯楽","本","","0","tj7KWiB8ITrGl4Xe1b37feHkl7gW5M8GIhzlsYmAw88"
"1","2025/03/28","チャンプカメラ","-8175","d払い","趣味・娯楽","その他趣味・娯楽","","0","-69hNymKKHv8i6ut4xEZ5bwcBEELkeiTP2j90X1pMcM"
"1","2025/03/28","チャンプカメラ(ポイント利用分)","10","d払い","未分類","未分類","","0","TV0V1Jjj3d3gW2wLhCYSEilTfCg2EOtgkkOzOJ_xg7M"
"1","2025/03/28","ローソン横浜みすずが丘","-247","d払い","食費","食料品","","0","Fr9bbiuUosvctNVMeTo5RrPaZ4LDE9PNe53AB4shhkI"
"1","2025/03/28","ローソン横浜みすずが丘(ポイント利用分)","103","d払い","未分類","未分類","","0","mKyKD4ZR2tA-WFaPST3qWpbwDAHPnZdHCNv8x8OuoCc"
"1","2025/03/27","百合ヶ丘店","-1434","d払い","食費","外食","","0","duJ_KcRJ9lBqmgDtqDmRFUdXyrDXBOxDf19UwxvYC2k"
"1","2025/03/27","百合ヶ丘店(ポイント利用分)","2","d払い","未分類","未分類","","0","gNiDxLwlQGIQmcbaE7zehQXK7KyIuAgJBnlx1JOxsPs"
"1","2025/03/27","丸紅ギャラリー","-420","d払い","趣味・娯楽","その他趣味・娯楽","","0","WDu1wLfzzkWuMZzAeYkdhL0BmTHX45ymtUDe9y4zzww"
"1","2025/03/27","ファミリーマート百合ヶ丘駅南口","-120","d払い","食費","食料品","","0","8gdLknRxAsxBgCfD5hMiMm6ir_W-Basn8AQNwvYCcj8"
"1","2025/03/27","ファミリーマート百合ヶ丘駅南口(ポイント利用分)","1","d払い","未分類","未分類","","0","ew5vpb__jZWr4a5n8WfoJDuhPChMYaXlYrVZpJsoOVQ"
"1","2025/03/27","モバイルPASMOチャージ","-3000","dカード","現金・カード","電子マネー","","0","-h_OFjjHjGmqr9zqhdAYbH_dAzdPmCJCs1bu4CeBVOI"
"1","2025/03/27","ファニコン料金","-18360","みずほマイレージクラブカード（UC）","趣味・娯楽","その他趣味・娯楽","","0","3d6SOu7OtD4NC6-gZQDYyLojqokJkPFS9QdlJHI0icU"
"1","2025/03/27","マイクロソフト","-2061","みずほマイレージクラブカード（UC）","通信費","情報サービス","","0","ml9v8ycEAptVIzifK9MllepBY64rpAadBz8gYuHkoW0"
"1","2025/03/27","APPLE COM BILL","-600","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","_LpJekiRaylARXyzjirVnlL_c4CbShPxPxFycT366tM"
"1","2025/03/27","APPLE COM BILL","-700","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","QZcdIFspFZzY4XTTyQloLZE6WZGik8cj8tk-VuDfe9g"
"1","2025/03/27","APPLE COM BILL","-1600","みずほマイレージクラブカード（UC）","通信費","その他通信費","","0","du6-4EDRzb7HZW-8E3t79H5GiX-4Uvfav-zL1zzDLKU"
"1","2025/03/26","ユーロスペース","-2000","dカード","趣味・娯楽","映画・音楽・ゲーム","","0","-ze09hCderrnoPAhfhc0jcuYOet4MH9l8laD81GBtrg"
"0","2025/03/26","口座振替3 ミツイスミトモカ-ド","-37750","MUFJ","現金・カード","カード引き落とし","","1","BeDRu1KWqbDKGJZloISsOqb1it3r5_cZyyOB0mtLXHc"
"1","2025/03/24","ファミリーマート京急川崎駅前","-120","d払い","食費","食料品","","0","Lo2swoeALkRyP0YRns3b3denj02c55sv7L2eqSXyjBo"
"1","2025/03/24","ファミリーマート京急川崎駅前(ポイント利用分)","59","d払い","未分類","未分類","","0","34zDX7Gk9pmBhSOFZxRz_V5i6eNgL8HwYEPYzlJwvU0"
"1","2025/03/24","AXSJapan","-12220","dカード","趣味・娯楽","その他趣味・娯楽","","0","E-t8BUDcZ2sWxLdS1kkXr4_yETHP8EkXudjrXdKBAa0"
"1","2025/03/24","ADOBE SYSTEMS SOFTWARE","-3610","みずほマイレージクラブカード（UC）","その他","事業経費","","0","ZGeWk2QfHtCAg1aBjNaQQoWiaYaX8ONmLwWpQvUBu7k"
"1","2025/03/23","石川交通(株)","-900","d払い","交通費","タクシー","","0","PjIuQ16ZM8JXt3tGsit-gPDXHIgxUY_38uLCZ5OXP9U"
"1","2025/03/23","石川交通(株)(ポイント利用分)","1","d払い","未分類","未分類","","0","tUQDWhOU3hAIGrJ_J-UqyYrDtVETeaWRqa_P8hNj8GI"
"1","2025/03/23","ファミリーマート七尾中島町","-268","d払い","食費","食料品","","0","rB7mtnIn5AouWiZioJLtmJJf0liCWTAwxcb-_pvZfA4"
"1","2025/03/23","ファミリーマート七尾中島町(ポイント利用分)","1","d払い","未分類","未分類","","0","4kgf5NMOdOuWEKuFqFXUGISE7nnfIMM5LpU-q2a7KY8"
"1","2025/03/23","セブン‐イレブン七尾和倉和歌崎店","-389","d払い","食費","食料品","","0","NWlzt8VO1Bp5IPbGHvnYFkON0Fl59w0h3lHP7Injpy4"
"1","2025/03/23","guilloche ONLINESTOR","-7242","dカード","趣味・娯楽","その他趣味・娯楽","","0","2QaGjrGN_NG_Ok7BZ25GdRzgtGvL_kz7ojAhDo5mZJ0"
"1","2025/03/22","セブン‐イレブン七尾和倉和歌崎店","-311","d払い","食費","食料品","","0","xNprT75q85kqVmKMp4RC9xr1CqYUpIO0bDw0dm1uKSo"
"1","2025/03/22","セブン‐イレブン七尾和倉和歌崎店(ポイント利用分)","158","d払い","未分類","未分類","","0","2VxbSLuNrIufcl2o_ZZR6dmMbpghIsFO6_D6-gUZf8Y"
"1","2025/03/22","セブンーイレブン羽田空港T2出発ゲート店","-899","d払い","食費","食料品","","0","73yC8HB_dhDD44uERzZeVz7YRgFTsqpuxUxX57sDRVk"
"1","2025/03/22","セブンーイレブン羽田空港T2出発ゲート店(ポイント利用分)","899","d払い","未分類","未分類","","0","Pfxq3fzspMPXjB9JbvXdXjwb1VnujNNRsBBcAEG4Gxw"
"1","2025/03/22","カフェ＆スナック","-1650","なし","食費","昼ご飯","","0","PGM7iRdxxxC1-ocqIN9v9OJlJocfb8neZW2lu0wd1nU"
"1","2025/03/22","蛇の目寿司","-6690","なし","食費","昼ご飯","","0","N3uaG0GF4wF_dNbbrvHXCiYnxbZPwnGjzNOZBXPbnxw"
"1","2025/03/20","モバイルPASMOチャージ","-3000","dカード","現金・カード","電子マネー","","0","-yEmzpt9akPcAdNcvjoG4DPGX4-ELQQ7d_LGp4bGAOk"
"1","2025/03/20","FAM","-5500","dカード","趣味・娯楽","その他趣味・娯楽","","0","fA3IvMDRt6RT_il3Nxz6uxr0DzNnD2ab7QA80pkOF3k"
"1","2025/03/20","Amazon Downloads","-3026","三井住友カード","教養・教育","書籍","","0","OCCMhN5rKH1rSR_wvXwXiXwnT7HmlzaVB4_VfJRD9Fc"
"1","2025/03/19","ファミリーマート王禅寺西","-594","d払い","食費","食料品","","0","nbpZh2htWtxzcDHv2wFJlwmqO5xY7yyb1UZoa4HJaM0"
"1","2025/03/19","ファミリーマート王禅寺西(ポイント利用分)","32","d払い","未分類","未分類","","0","uoAea_4jjb6H_AsjQtH7UMTgmIkmCRHAwuSHP60jycw"
"1","2025/03/19","チャンプカメラ","-6512","d払い","趣味・娯楽","その他趣味・娯楽","","0","TAp2_aXDv9z93C2bNYTWGSGS7XAhuxj5xAuWKrTMd1Y"
"1","2025/03/19","チャンプカメラ(ポイント利用分)","4","d払い","未分類","未分類","","0","Cd483oSV-OrkAo-k-85qYmloiIOMOcBsc4aayyRa9pg"
"1","2025/03/19","ローソン横浜みすずが丘","-382","d払い","食費","食料品","","0","VIoUXb8x14Z8lgDl8WbJqmw3U53sYz8W1i0zymnO7ns"
"1","2025/03/19","ローソン横浜みすずが丘(ポイント利用分)","19","d払い","未分類","未分類","","0","0yznuVxTbUJ858791PmN4tiGPrzD7A2Cmp4lOj_8JXQ"
"1","2025/03/19","MEDIUM MONTHLY","-776","みずほマイレージクラブカード（UC）","教養・教育","その他教養・教育","","0","iQ7UAgueai1eVt5krjvCu8xj2rn4JRXpMttHohheNe4"
"1","2025/03/19","PAYPAL *PATREON MEMBE","-1564","みずほマイレージクラブカード（UC）","その他","雑費","","0","oH-dA2VLXPjxBzTG86tqgscu8R9kBEPBgz1vEfI3URY"
"1","2025/03/18","デイリーヤマザキ麻生高石","-1269","d払い","食費","食料品","","0","OBKjtxX3N9_a884FQc9NN94sTXZgdNDkm0Xva2vo3ek"
"1","2025/03/18","デイリーヤマザキ麻生高石(ポイント利用分)","13","d払い","未分類","未分類","","0","sSAYBivWA9k0o-hMutXWc3ggRea3oF86phIcxE3QtvE"
"1","2025/03/18","ヤッキョクユリガオカエヌワイファーマシー","-2730","d払い","健康・医療","薬","","0","7ODIk_oJ8Y9A0VTDfTNLCRN3Ku7YzjwNi0dBXyjL1Gw"
"1","2025/03/18","ヤッキョクユリガオカエヌワイファーマシー(ポイント利用分)","6","d払い","未分類","未分類","","0","Fd513VKesWWTh1Xdy8qIbHCVw4jz0-FG_8x0OjBvRcI"
"1","2025/03/18","ザ・ダイソー島忠ホームズ町田三輪","-1320","d払い","日用品","日用品","","0","ycYcoMvRm68LUT8NIU6pYuki_n7GJXgfrmxx0xqWpYU"
"1","2025/03/18","ザ・ダイソー島忠ホームズ町田三輪(ポイント利用分)","18","d払い","未分類","未分類","","0","WIMbm2yOMIQPC6i5XYUabvLkqiZkD1ibjSvom_gtd74"
"1","2025/03/18","パシオス町田三輪店","-3674","d払い","衣服・美容","衣服","","0","VewggEwdfbrXIPd-hO5VQ-fqHN4Iljd9raXScJUg6gc"
"1","2025/03/18","パシオス町田三輪店(ポイント利用分)","9","d払い","未分類","未分類","","0","e6X0KBHVf1jYy_X1zIJf70syyDP9qE65ooFUkl1ZNHg"
"1","2025/03/18","ファミリーマート川崎東百合丘","-1837","d払い","食費","食料品","","0","6bQ26yeWjy78VQ6GkxoZZH0iEnGoullHB2bAkVUcqxg"
"1","2025/03/18","ファミリーマート川崎東百合丘(ポイント利用分)","5","d払い","未分類","未分類","","0","vE3jOJ3xf9xP2HwX0BEQWk7BieP0RsD309CME163oj8"
"1","2025/03/18","ノート","-800","みずほマイレージクラブカード（UC）","趣味・娯楽","映画・音楽・ゲーム","","0","8Ukq3PvIvpUF6mWPg6uWIQJkL80G7lhKvWk_dhPoqgo"
"1","2025/03/17","AMAZON.CO.JP","-559","三井住友カード","教養・教育","書籍","","0","yj5GUM7jwNSPJbKMUOsNkfHt8kmpAOOKyBUiM3gWa88"
"1","2025/03/17","AMAZON.CO.JP","-4366","三井住友カード","教養・教育","書籍","","0","2qcZjkqKtRMoSHTmtPgZZXUkDGvBuJTTkPkWhrs13GU"
"1","2025/03/16","ファミリーマート青葉大場町","-486","d払い","食費","食料品","","0","4PIWahbkaCP9YkDATMYeDD5iQ30-Enq0I89IQDNINM8"
"1","2025/03/16","ファミリーマート青葉大場町(ポイント利用分)","3","d払い","未分類","未分類","","0","WHdf1LOZihNNrlR_tx34xGNHMt2o_tBDyA8Pyao7qq0"
"1","2025/03/16","セブン‐イレブン横浜仲町台店","-699","d払い","食費","食料品","","0","P7IxYkektxfSvujdTfB7wF0BzeUJhj_y1ukN0Zf4TNA"
"1","2025/03/16","セブン‐イレブン横浜仲町台店(ポイント利用分)","1","d払い","未分類","未分類","","0","w4edM0UvLd6dyGrt0a5OUOaaQKBbFypWfEhCx0RLYvw"
"1","2025/03/16","PAYPAL *GOOGLE GOOGL","-1450","みずほマイレージクラブカード（UC）","通信費","情報サービス","","0","uyReG3Ra0SgRLzt5deQoLnZcxqD93AlE3lDWMGVJxi8"
"1","2025/03/16","ジャストシステム ダイレクト販売","-9309","みずほマイレージクラブカード（UC）","通信費","情報サービス","","0","txXDZQJVjLlgnL8UIDtPful3sRj1ho_CTp0do7yrmHc"
"1","2025/03/15","テアトル新宿","-330","d払い","趣味・娯楽","映画・音楽・ゲーム","","0","5xIG_EjXLqu8p-A2ZALVO0DICscd5fQIRPJaidqHerE"
"1","2025/03/15","テアトル新宿(ポイント利用分)","21","d払い","未分類","未分類","","0","ROC4cOXK3MeV-13aAUd_TP0GMsBVPJXzoFkPzJvcGiw"
"1","2025/03/15","テアトル新宿","-4315","d払い","趣味・娯楽","映画・音楽・ゲーム","","0","Z9UGynE3eiMI9g70g_GHK0JEmD9AXeCNqVZS57fOa-k"
"1","2025/03/15","テアトル新宿(ポイント利用分)","2","d払い","未分類","未分類","","0","RxHSj-On5qm5F3lsxcdmxqEqtmZSmaxbIPFe-We2cvY"
"1","2025/03/15","テアトル新宿","-750","d払い","趣味・娯楽","映画・音楽・ゲーム","","0","6akT_vcqUEJEV1kiKFUaxtlfg_nAYq24lWVS6zrHmIs"
"1","2025/03/15","テアトル新宿(ポイント利用分)","205","d払い","未分類","未分類","","0","33hm_IJjOPOle4sFUCVAehDU46PLhCuivOO8XEXlPIw"
"1","2025/03/15","セブン‐イレブン小田急百合ヶ丘店","-149","d払い","食費","食料品","","0","V1XHdPTSMu6LyFH5Et0CbagkPYLJHFH0-uL94pdHxdo"
"1","2025/03/15","セブン‐イレブン小田急百合ヶ丘店(ポイント利用分)","149","d払い","未分類","未分類","","0","HRofjooixXnVqp75UTGMqJzhTV_fp6sw3bU5PScLRgc"
"1","2025/03/15","百合ヶ丘店","-360","d払い","食費","外食","","0","5NMjhgg2X40Ddc8Ih9WmG6YYMp41YSSgfl5LMdcezEo"
"1","2025/03/15","百合ヶ丘店(ポイント利用分)","360","d払い","未分類","未分類","","0","0Il60z2z61bPljrnNbzcdpyW-1eYxR28aIAN7DkBJvo"
"1","2025/03/15","CHEERZ","-1100","みずほマイレージクラブカード（UC）","趣味・娯楽","その他趣味・娯楽","","0","mWg_X_LgmPM075oMGkCLsaFIw9pjnwfC6bP5UHsn-Gg"
"1","2025/03/15","Amazon Downloads","-1087","三井住友カード","教養・教育","書籍","","0","-RC8cSvbcCntb_s8n0rVrDfFW99lp_IgLLh4cvvPDDw"
"1","2025/03/15","Amazon Downloads","-1320","三井住友カード","教養・教育","書籍","","0","ZKhVlwpwisWOaqAuKkOwI3ee0Fkvk0hWDsyDzYjpGUY"
"1","2025/03/15","Amazon Downloads","-488","三井住友カード","教養・教育","書籍","","0","LyAhVoGvadh-qRPMyuPRlgBw1lGJOhMxxQ5cCGAPG8E"
