t_idx,node_idx,local_internal_energy_u,local_entropy_s,local_temperature_t,local_grad_t
226,3,609.4300,1.6892,15.3046,2.3207
226,4,631.2300,1.6669,8.8798,34.4445
227,0,620.4000,1.6771,19.4546,-24.5130
227,1,370.6400,1.9962,17.9431,-16.9557
227,2,655.5400,1.6684,12.3923,10.7982
227,3,610.5300,1.6856,14.2926,1.2966
227,4,615.3900,1.6752,8.6772,29.3739
228,0,595.6600,1.6836,19.4548,-31.8546
228,1,378.9100,1.9986,11.2329,9.2551
228,2,602.8800,1.6772,11.3940,8.4496
228,3,602.7000,1.6900,13.4409,-1.7847
228,4,617.2100,1.6900,9.8970,15.9346
229,0,631.8500,1.6819,19.4968,-33.3867
229,1,377.1200,1.9974,9.8318,14.9380
229,2,598.7900,1.6890,11.3610,7.2924
229,3,626.0500,1.6851,13.7640,-4.7227
229,4,624.6500,1.6720,9.6436,15.8791
230,0,586.7000,1.6804,19.4410,-36.7831
230,1,368.2500,1.9980,9.5987,12.4287
230,2,584.9200,1.6761,11.1184,4.8300
230,3,615.5500,1.6791,10.7245,6.7995
230,4,623.9600,1.6720,9.5394,12.7249
231,0,594.7000,1.6782,18.7321,-35.9457
231,1,373.5500,1.9994,8.8144,13.6428
231,2,600.4800,1.6848,11.8377,-1.4735
231,3,591.7600,1.6816,10.0750,7.3401
231,4,606.3700,1.6827,8.2557,16.4363
232,0,583.6500,1.6783,17.1641,-20.6187
232,1,336.8100,1.9985,12.9421,0.4912
232,2,561.5800,1.6859,11.1048,9.6780
232,3,568.9900,1.6759,15.7871,-13.7339
232,4,583.0700,1.6764,8.2037,24.1834
233,0,553.0600,1.6751,14.8571,-12.3820
233,1,339.7400,1.9973,13.4607,-5.4002
233,2,565.1800,1.6735,10.6085,8.8609
233,3,589.7000,1.6718,16.8172,-22.1826
233,4,578.2400,1.6707,6.1599,31.1040
234,0,551.0900,1.6861,13.4836,-1.1330
234,1,326.3900,1.9980,17.2482,-19.9560
234,2,564.0500,1.6823,12.7631,2.4695
234,3,581.5300,1.6701,16.4761,-16.0956
234,4,582.2800,1.6722,6.3139,34.7151
235,0,569.6000,1.6630,12.3800,4.1047
235,1,341.8500,1.9947,18.0464,-24.2273
235,2,528.9600,1.6857,12.3416,4.2968
235,3,551.1500,1.6747,16.8063,-18.0265
235,4,559.8200,1.6823,6.4305,33.8523
236,0,517.4700,1.6683,13.3058,0.4948
236,1,326.4100,1.9970,19.5298,-30.6247
236,2,534.5600,1.6877,12.8386,2.8311
236,3,552.0000,1.6814,15.0149,-8.0504
236,4,538.5200,1.6865,6.3350,35.3492
237,0,544.5900,1.6714,13.2529,4.3358
237,1,325.1100,1.9972,21.0612,-34.7057
237,2,538.3600,1.6908,12.5441,7.8794
237,3,505.1600,1.6779,15.6625,-7.7127
237,4,521.3000,1.6773,8.0794,30.2031
238,0,557.8500,1.6847,13.2231,5.0627
238,1,330.6900,1.9937,20.6249,-31.9463
238,2,536.4000,1.6704,13.3634,4.3612
238,3,544.4900,1.6667,15.6571,-7.1071
238,4,536.5300,1.6830,8.3097,29.6295
239,0,541.1700,1.6653,10.5526,17.7323
239,1,302.6700,1.9981,21.6321,-37.6654
239,2,555.5600,1.6821,13.3250,3.8700
239,3,540.1300,1.6652,17.0176,-14.5929
239,4,536.1500,1.6828,7.9678,30.6561
240,0,524.4000,1.6749,10.7687,15.0004
240,1,335.3800,1.9998,20.6911,-34.6120
240,2,540.7300,1.6734,13.3213,2.2372
240,3,528.9200,1.6813,16.0954,-11.6332
240,4,538.2900,1.6696,7.9672,29.0076
241,0,507.5800,1.6766,11.0880,14.6629
241,1,311.6000,1.9990,19.8753,-29.2740
241,2,499.1600,1.6800,16.3995,-11.8950
241,3,507.4000,1.6758,15.5361,-7.5777
241,4,477.8600,1.6923,7.2038,34.0838
242,0,517.3600,1.6717,13.7168,3.2303
242,1,321.4300,1.9929,17.4530,-15.4505
242,2,528.8500,1.6776,16.9181,-12.7761
242,3,532.6500,1.6691,16.3060,-9.7155
242,4,520.3300,1.6791,7.4205,34.7119
243,0,521.6500,1.6748,14.0914,-1.0369
243,1,310.1800,1.9928,15.6664,-8.9118
243,2,527.9900,1.6752,16.8250,-14.7050
243,3,498.0600,1.6844,15.3373,-7.2663
243,4,521.1200,1.6728,7.5000,31.9199
244,0,483.4000,1.6767,14.4481,-7.1558
244,1,307.1900,1.9961,11.8756,5.7066
244,2,517.3100,1.6771,16.2158,-15.9943
244,3,493.3500,1.6817,15.1803,-10.8168
244,4,507.6100,1.6839,7.3648,28.2603
245,0,536.8200,1.6693,14.2266,-5.0034
245,1,293.7200,1.9963,13.9614,-3.6776
245,2,507.9200,1.6777,16.1461,-14.6009
245,3,509.1200,1.6895,13.9400,-3.5706
245,4,530.5800,1.6838,7.8554,26.8525
246,0,524.8000,1.6669,13.2877,-0.2023
246,1,304.6400,1.9984,13.1594,0.4393
246,2,514.9400,1.6729,16.5666,-16.5969
246,3,510.5300,1.6710,15.2748,-10.1380
246,4,522.8300,1.6654,7.9476,26.4979
247,0,523.9200,1.6832,15.5208,-8.3585
247,1,310.7000,1.9988,13.1931,3.2801
247,2,516.8600,1.6880,15.3076,-7.2926
247,3,515.6900,1.6667,15.2373,-6.9412
247,4,517.7900,1.6663,9.9866,19.3122
248,0,526.1000,1.6758,15.5519,-6.9756
248,1,320.3600,1.9973,11.3797,13.8854
248,2,518.0500,1.6752,16.0501,-9.4663
248,3,524.7800,1.6809,17.4230,-16.3309
248,4,495.6300,1.6841,10.3793,18.8873
249,0,547.7600,1.6836,15.7694,-8.8174
249,1,325.5400,1.9969,11.2888,13.5857
249,2,549.4100,1.6860,15.1748,-5.8443
249,3,536.0900,1.6830,17.6587,-18.2638
249,4,553.9000,1.6746,10.1380,19.3398
250,0,555.6400,1.6716,15.4776,-8.6124
250,1,327.7700,1.9981,11.5319,11.1162
250,2,555.7800,1.6626,13.8131,-0.2898
250,3,556.1500,1.6770,17.2915,-17.6820
250,4,573.0400,1.6757,10.6615,15.4680
251,0,554.7000,1.6691,15.4123,-7.4526
251,1,319.4200,1.9984,10.7975,15.6214
251,2,572.9000,1.6739,14.1643,-1.2128
251,3,548.9700,1.6776,18.4973,-22.8774
251,4,573.5500,1.6830,10.7375,15.9215
252,0,604.9600,1.6755,15.3643,-5.7372
252,1,351.5700,1.9984,13.5853,3.1576
252,2,610.6100,1.6723,14.6510,-2.1708
252,3,598.3400,1.6716,17.1707,-14.7694
252,4,602.4800,1.6702,10.3129,19.5198
253,0,632.2800,1.6666,15.2750,-1.5034
253,1,365.2700,1.9989,17.4551,-12.4040
253,2,590.3700,1.6817,14.9745,-0.0010
253,3,584.9800,1.6814,17.0214,-10.2355
253,4,600.7800,1.6706,10.1455,24.1440
254,0,628.0100,1.6795,14.9438,-0.4480
254,1,353.6500,1.9983,18.6097,-18.7772
254,2,650.5000,1.6787,13.0314,9.1142
254,3,636.0300,1.6790,17.2291,-11.8743
254,4,633.4500,1.6716,10.4571,21.9854
255,0,630.3700,1.6781,11.5100,19.3591
255,1,378.3600,1.9981,22.7161,-36.6713
255,2,637.8500,1.6803,13.5756,9.0313
255,3,630.3600,1.6736,16.7404,-6.7926
255,4,630.4000,1.6786,12.3671,15.0736
256,0,634.5500,1.6787,13.0141,18.2997
256,1,387.6500,1.9992,26.5867,-49.5630
256,2,654.2800,1.6740,13.7529,14.6055
256,3,654.2800,1.6739,17.5042,-4.1509
256,4,644.7600,1.6734,12.5123,20.8087
257,0,677.1700,1.6771,15.6686,15.2806
257,1,423.1000,1.9997,33.4871,-73.8123
257,2,708.8100,1.6739,13.2684,27.2813
257,3,725.4400,1.6756,18.3402,1.9226
257,4,707.9400,1.6703,12.8591,29.3279
258,0,714.7100,1.6773,14.3816,26.0176
258,1,420.5600,1.9981,34.9537,-76.8428
258,2,715.1900,1.6838,12.3204,36.3238
258,3,717.7100,1.6805,18.4419,5.7161
258,4,713.4900,1.6815,17.8281,8.7852
259,0,728.3100,1.6733,13.9972,33.3307
259,1,440.2400,1.9975,38.4532,-88.9493
259,2,758.5600,1.6828,15.0505,28.0640
259,3,756.9900,1.6779,17.9901,13.3659
259,4,739.8400,1.6755,17.8256,14.1886
260,0,757.9800,1.6816,13.7199,35.3984
260,1,453.2900,1.9972,41.2888,-102.4461
260,2,767.9800,1.6788,15.5162,26.4170
260,3,772.3000,1.6806,14.9908,29.0442
260,4,784.2500,1.6711,18.4823,11.5864
261,0,775.0900,1.6779,13.9659,44.7615
261,1,495.0900,1.9998,48.3189,-127.0037
261,2,782.9200,1.6774,18.1265,23.9583
261,3,785.6100,1.6807,16.4182,32.4997
261,4,789.3900,1.6786,17.7613,25.7843
262,0,804.2800,1.6822,13.9611,47.6847
262,1,476.6800,1.9967,49.1933,-128.4762
262,2,796.6700,1.6783,17.4748,30.1160
262,3,831.6600,1.6810,19.2118,21.4313
262,4,815.4700,1.6813,17.6492,29.2441
263,0,832.2000,1.6800,16.0150,40.1010
263,1,499.6100,1.9994,50.7067,-133.3577
263,2,831.8300,1.6834,16.7129,36.6114
263,3,838.7200,1.6792,18.9082,25.6350
263,4,806.7200,1.6835,17.8331,31.0103
264,0,857.1400,1.6856,17.3417,31.6643
264,1,521.9500,1.9996,50.7069,-135.1617
264,2,860.2700,1.6805,14.6740,45.0028
264,3,871.6500,1.6756,20.0349,18.1984
264,4,869.3500,1.6751,15.6153,40.2963
265,0,894.0200,1.6776,17.1669,38.1545
265,1,531.0700,1.9990,52.1516,-136.7691
265,2,889.8400,1.6773,14.6138,50.9197
265,3,924.4000,1.6761,22.2424,12.7769
265,4,919.8500,1.6759,17.8142,34.9180
266,0,928.1600,1.6736,18.2366,36.0313
266,1,537.9200,1.9988,52.8416,-136.9937
266,2,917.9100,1.6785,14.6324,54.0522
266,3,928.2000,1.6811,23.9412,7.5086
266,4,913.9900,1.6795,17.5626,39.4016
267,0,906.4400,1.6772,17.1248,42.0486
267,1,571.2500,1.9989,52.5627,-135.1407
267,2,945.5600,1.6790,17.2733,41.3062
267,3,922.4700,1.6767,23.6490,9.4277
267,4,896.0600,1.6777,17.0629,42.3582
268,0,952.5400,1.6773,15.3875,49.2018
268,1,580.1800,1.9993,52.3911,-135.8165
268,2,961.9400,1.6747,19.8983,26.6476
268,3,973.5000,1.6839,20.8882,21.6981
268,4,943.6400,1.6808,17.5740,38.2690
269,0,982.2900,1.6769,17.4055,33.9674
269,1,573.0400,1.9993,49.3741,-125.8754
269,2,994.3200,1.6784,19.5172,23.4090
269,3,980.4900,1.6747,20.6110,17.9400
269,4,988.6200,1.6755,14.0872,50.5590
270,0,999.9400,1.6792,18.8403,31.3069
270,1,614.4300,1.9994,52.2856,-135.9197
270,2,975.1300,1.6780,18.2031,34.4929
270,3,1012.6500,1.6807,19.5225,27.8956
270,4,1012.1300,1.6759,16.6568,42.2243
271,0,1003.2000,1.6746,17.2408,29.0127
271,1,573.1500,1.9996,46.8733,-119.1495
271,2,985.7100,1.6810,18.5204,22.6149
271,3,990.9200,1.6822,15.2743,38.8453
271,4,1015.4600,1.6784,17.3081,28.6766
272,0,1033.6400,1.6811,17.7321,29.5928
272,1,629.6900,1.9997,47.0119,-116.8062
272,2,1019.5700,1.6773,18.3533,26.4867
272,3,1045.4000,1.6746,13.3126,51.6904
272,4,1032.0000,1.6782,21.8434,9.0361
273,0,1033.8900,1.6845,20.6560,11.7674
273,1,617.1200,1.9991,43.5408,-102.6568
273,2,1010.7600,1.6791,17.3240,28.4273
273,3,1000.1700,1.6832,10.9454,60.3204
273,4,1015.0200,1.6810,22.5811,2.1417
274,0,1034.2300,1.6790,19.8112,15.6333
274,1,626.3800,1.9990,43.7549,-104.0849
274,2,1045.2600,1.6799,17.5101,27.1388
274,3,1052.5600,1.6839,11.1330,59.0243
274,4,1061.9300,1.6799,22.4802,2.2885
275,0,1061.8000,1.6722,16.2825,25.2043
275,1,631.7700,1.9994,39.3326,-90.0460
275,2,1043.8900,1.6794,17.2334,20.4501
275,3,1037.2900,1.6848,11.9868,46.6830
275,4,1025.9100,1.6814,21.7817,-2.2915
276,0,1055.2200,1.6766,16.3236,17.7032
276,1,615.8700,1.9993,34.2313,-71.8354
276,2,1035.9000,1.6750,16.0254,19.1945
276,3,1026.7200,1.6798,11.2355,43.1439
276,4,1061.9900,1.6791,21.5055,-8.2063
277,0,1027.1300,1.6847,16.5485,11.2627
277,1,615.9400,1.9985,30.2812,-57.4010
277,2,1026.3400,1.6802,16.0120,13.9447
277,3,1025.5900,1.6853,10.5921,41.0446
277,4,1041.5800,1.6773,20.5712,-8.8511
278,0,1029.3000,1.6853,17.7758,1.3871
278,1,615.9800,1.9993,25.6566,-38.0173
278,2,1044.2200,1.6831,12.8875,25.8284
278,3,1033.3800,1.6750,12.9715,25.4086
278,4,1031.5200,1.6826,20.9745,-14.6068
279,0,1029.8100,1.6829,17.6987,-5.8509
279,1,627.9000,1.9996,20.3950,-19.3324
279,2,1048.8600,1.6764,13.8129,13.5782
279,3,1035.8000,1.6773,12.8013,18.6366
279,4,1035.3300,1.6818,17.9349,-7.0315
280,0,1015.7200,1.6770,18.2607,-10.9693
280,1,613.7500,1.9988,18.6128,-12.7298
280,2,1028.8200,1.6807,13.8993,10.8380
280,3,1041.3500,1.6778,12.8534,16.0673
280,4,1019.9600,1.6754,16.7081,-3.2063
281,0,996.3300,1.6827,19.7715,-16.6773
281,1,586.5800,1.9994,18.4532,-10.0857
281,2,1022.4000,1.6776,13.7343,13.5088
281,3,1026.4300,1.6829,13.8104,13.1282
281,4,1021.5800,1.6800,16.4108,0.1260
282,0,1006.6500,1.6804,20.3450,-23.2700
282,1,595.4200,1.9997,16.3877,-3.4836
282,2,1010.4700,1.6802,13.7822,9.5440
282,3,1017.4600,1.6739,14.7456,4.7269
282,4,1000.1200,1.6827,13.1944,12.4827
283,0,1001.4300,1.6783,20.4980,-21.3021
283,1,592.0400,1.9988,17.0018,-3.8211
283,2,973.0400,1.6772,15.7059,2.6581
283,3,991.6600,1.6818,14.9020,6.6775
283,4,1001.1700,1.6783,13.0800,15.7875
284,0,975.6100,1.6795,18.5192,-13.6284
284,1,579.7400,1.9982,15.9287,-0.6761
284,2,994.8800,1.6750,14.4669,6.6331
284,3,963.6100,1.6814,16.8518,-5.2916
284,4,983.1200,1.6839,13.2009,12.9629
285,0,989.4900,1.6806,18.8478,-16.0034
285,1,585.6200,1.9993,15.7101,-0.3146
285,2,964.9300,1.6762,14.6103,5.1844
285,3,979.0300,1.6760,18.0890,-12.2090
285,4,982.9100,1.6720,10.9787,23.3425
286,0,941.2600,1.6735,18.8098,-13.0052
286,1,565.6700,1.9993,18.4280,-11.0965
286,2,937.6600,1.6807,13.6555,12.7662
286,3,942.6700,1.6830,18.2777,-10.3447
286,4,954.6600,1.6795,11.8727,21.6803
287,0,946.1600,1.6721,19.4297,-12.7895
287,1,553.0800,1.9995,20.9146,-20.2138
287,2,939.8800,1.6811,13.6615,16.0515
287,3,918.3800,1.6762,17.3641,-2.4612
287,4,958.9000,1.6766,12.9892,19.4130
288,0,928.9400,1.6723,19.3457,-9.6491
288,1,552.8500,1.9982,21.0713,-18.2773
288,2,904.7100,1.6831,13.5514,19.3221
288,3,917.2700,1.6742,16.7022,3.5680
288,4,881.0100,1.6744,16.4086,5.0362
289,0,906.2300,1.6818,19.5793,-5.0719
289,1,521.7000,1.9992,26.2205,-38.2778
289,2,864.9800,1.6775,14.6812,19.4188
289,3,885.3300,1.6795,16.9330,8.1597
289,4,881.5400,1.6792,15.4107,15.7712
290,0,888.2700,1.6785,23.1903,-14.8801
290,1,507.9500,1.9978,31.1728,-54.7923
290,2,890.4700,1.6729,14.8384,26.8794
290,3,895.8700,1.6802,16.2236,19.9536
290,4,874.7800,1.6786,15.6465,22.8393
291,0,835.5500,1.6821,19.9920,2.3122
291,1,504.0300,1.9980,34.2758,-69.1072
291,2,828.8500,1.6851,15.7021,23.7617
291,3,831.2900,1.6820,16.7750,18.3968
291,4,854.4000,1.6833,15.5271,24.6366
292,0,827.7200,1.6748,20.0543,3.0045
292,1,498.7400,1.9975,33.9786,-66.6168
292,2,845.3900,1.6772,12.4003,41.2748
292,3,836.0100,1.6731,21.8224,-5.8358
292,4,822.0800,1.6821,15.0206,28.1733
293,0,772.5100,1.6770,18.8051,13.9838
293,1,463.9600,1.9991,37.5515,-79.7482
293,2,792.2600,1.6794,13.1377,42.3209
293,3,778.0300,1.6858,24.0519,-12.2501
293,4,773.5400,1.6831,14.4631,35.6936
294,0,793.7200,1.6790,20.2949,10.2130
294,1,484.9200,1.9981,38.8730,-82.6776
294,2,807.3000,1.6725,13.3682,44.8463
294,3,807.1500,1.6789,22.8201,-2.4130
294,4,807.5500,1.6828,16.3312,30.0312
295,0,753.1600,1.6873,17.5744,24.6174
295,1,467.5900,1.9985,39.3386,-84.2032
295,2,777.2100,1.6741,13.0007,47.4862
295,3,765.1500,1.6739,23.2791,-3.9059
295,4,778.8900,1.6764,19.2968,16.0054
296,0,777.4900,1.6762,15.2349,37.2528
296,1,449.8000,1.9981,39.9279,-86.2124
296,2,758.8700,1.6713,16.1952,32.4512
296,3,769.5100,1.6790,24.1833,-7.4895
296,4,778.0100,1.6733,17.8859,23.9979
297,0,729.4400,1.6835,14.4951,39.3704
297,1,458.1700,1.9964,38.8593,-82.4505
297,2,754.9700,1.6707,16.6042,28.8252
297,3,732.8900,1.6782,26.0497,-18.4022
297,4,753.7100,1.6765,15.8378,32.6570
298,0,738.4400,1.6698,15.2277,36.0662
298,1,413.8900,1.9981,39.6305,-85.9476
298,2,724.7100,1.6840,17.5583,24.4131
298,3,727.4400,1.6843,22.9627,-2.6089
298,4,703.2000,1.6765,16.8255,28.0772
299,0,731.7500,1.6845,15.2232,32.7839
299,1,435.3700,1.9994,37.3814,-78.0071
299,2,702.1100,1.6730,19.3023,12.3884
299,3,711.0300,1.6731,19.9270,9.2650
299,4,708.6800,1.6727,17.0661,23.5698
